StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q5,1_Q9,1_Q10,1_Q11_1,1_Q11_2,2_Q9,2_Q10,2_Q11_1,2_Q11_2,3_Q9,3_Q10,3_Q11_1,3_Q11_2,4_Q9,4_Q10,4_Q11_1,4_Q11_2,5_Q9,5_Q10,5_Q11_1,5_Q11_2,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q20_10_TEXT,Q21,Q22,Q23,Q24,Q25,Q26,Q28,IP_block,IP_country,choice1_popsize1,choice1_popsize2,choice1__racethndemo1,choice1__racethndemo2,choice1_politics1,choice1_politics2,choice1_housingprice1,choice1_housingprice2,choice1_weather1,choice1_weather2,choice1_distfamily1,choice1_distfamily2,choice1_crime1,choice1_crime2,choice2_popsize1,choice2_popsize2,choice2__racethndemo1,choice2__racethndemo2,choice2_politics1,choice2_politics2,choice2_housingprice1,choice2_housingprice2,choice2_weather1,choice2_weather2,choice2_distfamily1,choice2_distfamily2,choice2_crime1,choice2_crime2,choice3_popsize1,choice3_popsize2,choice3__racethndemo1,choice3__racethndemo2,choice3_politics1,choice3_politics2,choice3_housingprice1,choice3_housingprice2,choice3_weather1,choice3_weather2,choice3_distfamily1,choice3_distfamily2,choice3_crime1,choice3_crime2,choice4_popsize1,choice4_popsize2,choice4__racethndemo1,choice4__racethndemo2,choice4_politics1,choice4_politics2,choice4_housingprice1,choice4_housingprice2,choice4_weather1,choice4_weather2,choice4_distfamily1,choice4_distfamily2,choice4_crime1,choice4_crime2,choice5_popsize1,choice5_popsize2,choice5__racethndemo1,choice5__racethndemo2,choice5_politics1,choice5_politics2,choice5_housingprice1,choice5_housingprice2,choice5_weather1,choice5_weather2,choice5_distfamily1,choice5_distfamily2,choice5_crime1,choice5_crime2,Random_ID
2021-12-02 14:29:46,2021-12-02 14:39:45,Survey Preview,,100,599,True,2021-12-02 14:39:46,R_1nTT00EMxklGgb1,,,,,29.7227935791015625,-95.42510223388671875,preview,EN,I wish to participate,,City 1,City 1,7,2,City 1,City 1,7,4,City 2,City 2,4,7,City 1,City 1,6,4,City 1,City 1,6,4,11,lobster,Somewhat Interested,Male,24,Average,Hispanic,Been single for under 2 years,,,"$20,000-$29,999",Neutral,Somewhat Positive,Somewhat Negative,Lean Democrat,Somewhat Liberal,,,,"500,000","50,000",,,30% Republicans & 70% Democrats,90% Republicans & 10% Democrats,Somewhat High-Priced,Somewhat Low-Priced,Snowy,Windy,15+ hour drive,0-1.9 hour drive,,,"10,000","1,000,000",,,50% Republicans & 50% Democrats,90% Republicans & 10% Democrats,Somewhat Low-Priced,Somewhat Low-Priced,Sunny,Windy,2-4.9 hour drive,15+ hour drive,,,"100,000","500,000",,,70% Republicans & 30% Democrats,30% Republicans & 70% Democrats,Somewhat High-Priced,Very Low-Priced,Rainy,Cloudy,15+ hour drive,10-14.9 hour drive,,,"5,000,000","500,000",,,10% Republicans & 90% Democrats,90% Republicans & 10% Democrats,Somewhat Low-Priced,Average-Priced,Snowy,Windy,0-1.9 hour drive,5-9.9 hour drive,,,"1,000,000","10,000",,,90% Republicans & 10% Democrats,30% Republicans & 70% Democrats,Very Low-Priced,Somewhat Low-Priced,Rainy,Cloudy,0-1.9 hour drive,5-9.9 hour drive,,,
2021-12-02 14:50:37,2021-12-02 14:58:46,Survey Preview,,100,489,True,2021-12-02 14:58:47,R_1eIzJdNlcUglwdR,,,,,29.7227935791015625,-95.42510223388671875,preview,EN,I wish to participate,,City 1,City 1,4,6,City 1,City 2,6,4,City 1,City 2,4,4,City 2,City 1,5,5,City 1,City 2,5,5,11,lobster,Somewhat Interested,Male,24,Average,Hispanic,Been single for under 2 years,,,"$20,000-$29,999",Neutral,Neutral,Neutral,Lean Democrat,Somewhat Liberal,,,,"500,000","10,000",,,70% Republicans & 30% Democrats,90% Republicans & 10% Democrats,Average-Priced,Somewhat Low-Priced,Cloudy,Snowy,15+ hour drive,15+ hour drive,,,"10,000","1,000,000",,,90% Republicans & 10% Democrats,50% Republicans & 50% Democrats,Average-Priced,Somewhat High-Priced,Cloudy,Rainy,10-14.9 hour drive,2-4.9 hour drive,,,"1,000,000","500,000",,,10% Republicans & 90% Democrats,50% Republicans & 50% Democrats,Average-Priced,Average-Priced,Sunny,Snowy,10-14.9 hour drive,0-1.9 hour drive,,,"50,000","5,000,000",,,70% Republicans & 30% Democrats,50% Republicans & 50% Democrats,Very Low-Priced,Average-Priced,Windy,Sunny,2-4.9 hour drive,5-9.9 hour drive,,,"50,000","500,000",,,10% Republicans & 90% Democrats,30% Republicans & 70% Democrats,Somewhat High-Priced,Somewhat Low-Priced,Sunny,Snowy,2-4.9 hour drive,10-14.9 hour drive,,,
2021-12-07 22:31:24,2021-12-07 22:39:01,Survey Preview,,100,457,True,2021-12-07 22:39:02,R_1gFOQCLeKX9tC3c,,,,,29.7373046875,-95.3972015380859375,preview,EN,I wish to participate,,City 2,City 2,2,7,City 2,City 2,5,5,City 2,City 2,6,5,City 1,City 2,5,5,City 2,City 2,4,7,11,lobster,Somewhat Interested,Male,23,Average,Hispanic,Been single for under 2 years,,,"$20,000-$29,999",Neutral,Somewhat Positive,Somewhat Negative,Lean Democrat,Somewhat Liberal,,,,"50,000","100,000",,,50% Republicans & 50% Democrats,50% Republicans & 50% Democrats,below national average,below national average,Snowy,Rainy,0-1.9 hour drive,10+ hour drive,above national average,above national average,"50,000","500,000",,,90% Republicans & 10% Democrats,50% Republicans & 50% Democrats,above national average,national average,Rainy,Rainy,0-1.9 hour drive,2-9.9 hour drive,national average,above national average,"500,000","500,000",,,10% Republicans & 90% Democrats,10% Republicans & 90% Democrats,above national average,below national average,Snowy,Sunny,2-9.9 hour drive,0-1.9 hour drive,below national average,national average,"50,000","100,000",,,90% Republicans & 10% Democrats,90% Republicans & 10% Democrats,national average,national average,Snowy,Cloudy,0-1.9 hour drive,0-1.9 hour drive,below national average,above national average,"500,000","1,000,000",,,50% Republicans & 50% Democrats,90% Republicans & 10% Democrats,national average,national average,Rainy,Sunny,10+ hour drive,2-9.9 hour drive,above national average,below national average,
2021-12-16 12:12:34,2021-12-16 12:21:45,Survey Preview,,100,550,True,2021-12-16 12:21:46,R_31bDSYS1EiUsiba,,,,,29.7373046875,-95.3972015380859375,preview,EN,I wish to participate,,City 2,City 2,1,9,City 2,City 2,5,5,City 1,City 2,5,5,City 1,City 2,5,5,City 1,City 2,5,5,11,lobster,Somewhat Interested,Male,24,Somewhat Above Average,Hispanic,Been single for more than 2 years,,,"$20,000-$29,999",Neutral,Somewhat Positive,Somewhat Negative,Lean Democrat,Somewhat Liberal,,,,"50,000","500,000",,,90% Republicans & 10% Democrats,50% Republicans & 50% Democrats,national average,above national average,Rainy,Sunny,2-9.9 hour drive,10+ hour drive,above national average,below national average,"50,000","50,000",,,10% Republicans & 90% Democrats,50% Republicans & 50% Democrats,below national average,national average,Cloudy,Rainy,10+ hour drive,2-9.9 hour drive,national average,national average,"500,000","1,000,000",,,10% Republicans & 90% Democrats,90% Republicans & 10% Democrats,national average,national average,Sunny,Snowy,10+ hour drive,10+ hour drive,above national average,below national average,"1,000,000","100,000",,,90% Republicans & 10% Democrats,90% Republicans & 10% Democrats,below national average,above national average,Rainy,Snowy,0-1.9 hour drive,2-9.9 hour drive,below national average,national average,"50,000","50,000",,,10% Republicans & 90% Democrats,50% Republicans & 50% Democrats,below national average,above national average,Rainy,Sunny,0-1.9 hour drive,2-9.9 hour drive,below national average,below national average,
2021-12-22 18:56:09,2021-12-22 19:00:59,Survey Preview,,100,289,True,2021-12-22 19:00:59,R_3qxKZ7Ohl5yzjFv,,,,,36.9427947998046875,-120.0825958251953125,preview,EN,I wish to participate,,City 1,City 1,6,0,City 1,City 1,5,0,City 2,City 1,4,4,City 1,City 1,4,4,City 1,City 1,6,4,11,lobster,Somewhat Interested,Male,69,Average,Hispanic,Been single for more than 2 years,,,"$30,000-$39,999",Neutral,Somewhat Positive,Somewhat Negative,Lean Democrat,Somewhat Liberal,,0,United States,"50,000","500,000",,,50% Republicans & 50% Democrats,90% Republicans & 10% Democrats,above national average,national average,Rainy,Rainy,0-2.9 hour drive,10+ hour drive,national average,national average,"100,000","1,000,000",,,10% Republicans & 90% Democrats,50% Republicans & 50% Democrats,national average,below national average,Cloudy,Sunny,6-9.9 hour drive,3-5.9 hour drive,above national average,below national average,"500,000","100,000",,,50% Republicans & 50% Democrats,10% Republicans & 90% Democrats,national average,below national average,Cloudy,Sunny,3-5.9 hour drive,10+ hour drive,above national average,below national average,"50,000","100,000",,,10% Republicans & 90% Democrats,10% Republicans & 90% Democrats,national average,national average,Cloudy,Cloudy,3-5.9 hour drive,6-9.9 hour drive,above national average,below national average,"500,000","50,000",,,10% Republicans & 90% Democrats,90% Republicans & 10% Democrats,above national average,national average,Snowy,Rainy,3-5.9 hour drive,3-5.9 hour drive,below national average,below national average,
2021-12-29 15:00:56,2021-12-29 15:09:14,Survey Preview,,100,498,True,2021-12-29 15:09:15,R_1QtjUktfWB0N7Hv,,,,,36.9427947998046875,-120.0825958251953125,preview,EN,I wish to participate,,City 2,City 1,5,5,City 2,City 1,5,4,City 1,City 1,3,3,City 2,City 1,5,8,City 1,City 2,5,5,11,lobster,Somewhat Interested,Male,24,Average,Hispanic,Been single for more than 2 years,,,"$30,000-$39,999",Neutral,Somewhat Positive,Somewhat Negative,Lean Democrat,Somewhat Liberal,,0,United States,"1,000,000","500,000",,,10% Republicans & 90% Democrats,90% Republicans & 10% Democrats,national average,below national average,Sunny,Snowy,0-2.9 hour drive,10+ hour drive,below national average,below national average,"1,000,000","500,000",,,10% Republicans & 90% Democrats,10% Republicans & 90% Democrats,below national average,above national average,Sunny,Snowy,0-2.9 hour drive,3-5.9 hour drive,above national average,below national average,"100,000","500,000",,,50% Republicans & 50% Democrats,90% Republicans & 10% Democrats,below national average,above national average,Cloudy,Rainy,0-2.9 hour drive,6-9.9 hour drive,below national average,national average,"50,000","500,000",,,10% Republicans & 90% Democrats,50% Republicans & 50% Democrats,above national average,below national average,Sunny,Rainy,6-9.9 hour drive,3-5.9 hour drive,national average,national average,"500,000","1,000,000",,,50% Republicans & 50% Democrats,10% Republicans & 90% Democrats,national average,below national average,Cloudy,Sunny,6-9.9 hour drive,6-9.9 hour drive,national average,below national average,12084
2021-12-29 15:14:56,2021-12-29 15:19:26,Survey Preview,,100,269,True,2021-12-29 15:19:28,R_2Bs75HxWlt2AoQv,,,,,36.9427947998046875,-120.0825958251953125,preview,EN,I wish to participate,,City 1,City 2,5,5,City 1,City 1,5,4,City 1,City 1,10,8,City 1,City 2,5,5,City 1,City 1,10,10,11,lobster,Somewhat Interested,Male,24,Average,Hispanic,Been single for more than 2 years,,,"$30,000-$39,999",Neutral,Somewhat Positive,Somewhat Negative,Lean Democrat,Somewhat Liberal,,0,United States,"50,000","1,000,000",,,50% Republicans & 50% Democrats,50% Republicans & 50% Democrats,below national average,below national average,Rainy,Snowy,0-2.9 hour drive,0-2.9 hour drive,above national average,national average,"50,000","500,000",,,90% Republicans & 10% Democrats,10% Republicans & 90% Democrats,national average,national average,Rainy,Sunny,3-5.9 hour drive,10+ hour drive,below national average,above national average,"50,000","1,000,000",,,90% Republicans & 10% Democrats,90% Republicans & 10% Democrats,national average,above national average,Sunny,Cloudy,6-9.9 hour drive,3-5.9 hour drive,above national average,national average,"500,000","500,000",,,90% Republicans & 10% Democrats,50% Republicans & 50% Democrats,below national average,above national average,Snowy,Rainy,10+ hour drive,6-9.9 hour drive,below national average,above national average,"500,000","100,000",,,90% Republicans & 10% Democrats,90% Republicans & 10% Democrats,above national average,national average,Cloudy,Rainy,6-9.9 hour drive,3-5.9 hour drive,above national average,national average,97338
2021-12-30 12:42:03,2021-12-30 12:42:50,IP Address,189.216.30.40,100,47,True,2021-12-30 12:42:50,R_3LjRsVBTDwpShHP,,,,,32.5673980712890625,-115.3715972900390625,anonymous,EN,I wish to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-29 17:41:06,2021-12-30 15:07:38,IP Address,107.77.229.115,100,77192,True,2021-12-30 15:07:39,R_31iryFOT656hGR1,,,,,34.0251007080078125,-118.15560150146484375,anonymous,EN,I wish to participate,,City 1,City 1,6,6,City 1,City 1,6,6,City 1,City 1,7,,City 1,City 1,,,City 2,City 2,,,11,lobster,Somewhat Interested,Male,27,Above Average,Hispanic,In a relationship,,,"$30,000-$39,999",Somewhat Negative,Somewhat Positive,Somewhat Negative,,Moderate,,0,United States,"50,000","50,000",,,50% Republicans & 50% Democrats,50% Republicans & 50% Democrats,above national average,above national average,Cloudy,Rainy,0-2.9 hour drive,0-2.9 hour drive,below national average,national average,"500,000","50,000",,,10% Republicans & 90% Democrats,50% Republicans & 50% Democrats,above national average,national average,Snowy,Cloudy,0-2.9 hour drive,0-2.9 hour drive,below national average,below national average,"50,000","500,000",,,50% Republicans & 50% Democrats,90% Republicans & 10% Democrats,below national average,below national average,Sunny,Snowy,10+ hour drive,0-2.9 hour drive,above national average,above national average,"500,000","100,000",,,50% Republicans & 50% Democrats,10% Republicans & 90% Democrats,national average,national average,Rainy,Snowy,10+ hour drive,10+ hour drive,national average,national average,"100,000","50,000",,,10% Republicans & 90% Democrats,90% Republicans & 10% Democrats,above national average,below national average,Rainy,Sunny,10+ hour drive,3-5.9 hour drive,national average,above national average,41422
2021-12-31 14:28:47,2021-12-31 14:41:06,Survey Preview,,100,739,True,2021-12-31 14:41:08,R_pJyVjAkLmMCU8nv,,,,,36.9427947998046875,-120.0825958251953125,preview,EN,I wish to participate,,City 1,City 1,7,4,City 2,City 2,3,7,City 2,City 2,3,7,City 1,City 1,5,4,City 2,City 2,3,7,11,lobster,Somewhat Interested,Male,100,Average,Hispanic,Been single for more than 2 years,,,"$30,000-$39,999",Neutral,Somewhat Positive,Somewhat Negative,Lean Democrat,Somewhat Liberal,,0,United States,"50,000","500,000",,,50% Republicans & 50% Democrats,80% Republicans & 20% Democrats,national average,national average,Snowy,Cloudy,0-2.9 hour drive,6-9.9 hour drive,below national average,above national average,"100,000","500,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,below national average,above national average,Snowy,Rainy,10+ hour drive,6-9.9 hour drive,national average,national average,"50,000","50,000",,,80% Republicans & 20% Democrats,50% Republicans & 50% Democrats,above national average,above national average,Cloudy,Cloudy,0-2.9 hour drive,3-5.9 hour drive,above national average,below national average,"1,000,000","1,000,000",,,50% Republicans & 50% Democrats,80% Republicans & 20% Democrats,national average,above national average,Snowy,Sunny,0-2.9 hour drive,6-9.9 hour drive,below national average,above national average,"500,000","100,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,national average,below national average,Cloudy,Cloudy,6-9.9 hour drive,6-9.9 hour drive,above national average,national average,26579
2022-01-01 17:54:39,2022-01-01 18:10:34,Survey Preview,,100,954,True,2022-01-01 18:10:36,R_1OvjhB8nxLN8Fp2,,,,,36.9427947998046875,-120.0825958251953125,preview,EN,I wish to participate,,City 2,City 2,4,10,City 2,City 2,0,10,City 2,City 2,0,10,City 2,City 2,0,10,City 2,City 2,0,10,11,lobster,Somewhat Interested,Male,100,Average,Hispanic,Been single for more than 2 years,Master's degree,,"$30,000-$39,999",Neutral,Somewhat Positive,Somewhat Negative,Lean Democrat,Somewhat Liberal,,0,United States,"100,000","1,000,000",,,50% Republicans & 50% Democrats,50% Republicans & 50% Democrats,below national average,above national average,Sunny,Cloudy,6-9.9 hour drive,6-9.9 hour drive,below national average,below national average,"100,000","50,000",,,20% Republicans & 80% Democrats,20% Republicans & 80% Democrats,above national average,below national average,Rainy,Snowy,0-2.9 hour drive,6-9.9 hour drive,above national average,below national average,"50,000","50,000",,,50% Republicans & 50% Democrats,50% Republicans & 50% Democrats,below national average,above national average,Cloudy,Cloudy,6-9.9 hour drive,0-2.9 hour drive,below national average,below national average,"500,000","100,000",,,80% Republicans & 20% Democrats,80% Republicans & 20% Democrats,national average,above national average,Sunny,Rainy,10+ hour drive,3-5.9 hour drive,national average,below national average,"500,000","100,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,above national average,below national average,Cloudy,Cloudy,6-9.9 hour drive,6-9.9 hour drive,above national average,national average,75598
2022-01-02 15:08:13,2022-01-02 15:10:56,IP Address,73.66.186.150,100,163,True,2022-01-02 15:10:57,R_1QnkoiRvusukeU6,,,,,36.9427947998046875,-120.0825958251953125,anonymous,EN,I wish to participate,,City 2,City 2,5,10,City 2,City 2,5,10,City 2,City 2,5,10,City 2,City 2,5,10,City 2,City 2,5,7,11,lobster,Somewhat Interested,Male,100,Average,Hispanic,Been single for more than 2 years,Master's degree,,"$30,000-$39,999",Neutral,Neutral,Neutral,Lean Democrat,Somewhat Liberal,,0,United States,"1,000,000","1,000,000",,,20% Republicans & 80% Democrats,80% Republicans & 20% Democrats,national average,above national average,Cloudy,Rainy,6-9.9 hour drive,6-9.9 hour drive,below national average,above national average,"500,000","1,000,000",,,80% Republicans & 20% Democrats,50% Republicans & 50% Democrats,above national average,above national average,Snowy,Cloudy,10+ hour drive,0-2.9 hour drive,above national average,below national average,"50,000","100,000",,,80% Republicans & 20% Democrats,80% Republicans & 20% Democrats,national average,above national average,Sunny,Rainy,3-5.9 hour drive,10+ hour drive,national average,below national average,"50,000","100,000",,,50% Republicans & 50% Democrats,50% Republicans & 50% Democrats,below national average,above national average,Sunny,Rainy,0-2.9 hour drive,3-5.9 hour drive,below national average,national average,"1,000,000","100,000",,,20% Republicans & 80% Democrats,80% Republicans & 20% Democrats,above national average,above national average,Snowy,Snowy,3-5.9 hour drive,10+ hour drive,national average,national average,55918
2022-01-02 15:17:24,2022-01-02 15:22:43,IP Address,73.225.165.65,100,318,True,2022-01-02 15:22:44,R_2QPQDdDbaCjNqXB,,,,,47.6732940673828125,-122.3426055908203125,anonymous,EN,I wish to participate,,City 2,City 2,1,5,City 1,City 1,5,5,City 2,City 2,2,6,City 1,City 1,6,1,City 1,City 1,7,5,11,lobster,Very Interested,Female,55,Average,White,Married,Some college but no degree,,"$30,000-$39,999",Somewhat Positive,Very Positive,Negative,Strong Democrat,Very Liberal,The percentage of Democrats and Republicans,0,United States,"500,000","50,000",,,80% Republicans & 20% Democrats,50% Republicans & 50% Democrats,national average,below national average,Sunny,Rainy,10+ hour drive,6-9.9 hour drive,national average,national average,"50,000","100,000",,,80% Republicans & 20% Democrats,80% Republicans & 20% Democrats,national average,national average,Cloudy,Rainy,10+ hour drive,0-2.9 hour drive,below national average,national average,"50,000","500,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,national average,national average,Cloudy,Rainy,6-9.9 hour drive,3-5.9 hour drive,above national average,national average,"50,000","500,000",,,20% Republicans & 80% Democrats,80% Republicans & 20% Democrats,below national average,above national average,Snowy,Sunny,6-9.9 hour drive,0-2.9 hour drive,above national average,below national average,"50,000","50,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,national average,above national average,Snowy,Sunny,0-2.9 hour drive,6-9.9 hour drive,above national average,above national average,14582
2022-01-02 15:20:01,2022-01-02 15:23:00,IP Address,73.214.56.91,100,179,True,2022-01-02 15:23:01,R_3PUdu8NJsBNnAhr,,,,,40.4795074462890625,-78.7281036376953125,anonymous,EN,I wish to participate,,City 1,City 2,,,City 1,City 1,,,City 2,City 2,,,City 1,City 2,,,City 1,City 1,,,11,lobster,Very Interested,Male,33,Somewhat Above Average,White,Married,Bachelor's degree,,"$60,000-$69,999",Neutral,Neutral,Neutral,Lean Democrat,Somewhat Liberal,"Traffic, driving distance to the job, and how many people like me there are. ",0,United States,"1,000,000","100,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,national average,national average,Rainy,Snowy,3-5.9 hour drive,10+ hour drive,below national average,above national average,"1,000,000","100,000",,,20% Republicans & 80% Democrats,20% Republicans & 80% Democrats,below national average,national average,Cloudy,Sunny,0-2.9 hour drive,6-9.9 hour drive,national average,above national average,"1,000,000","100,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,national average,below national average,Snowy,Snowy,6-9.9 hour drive,3-5.9 hour drive,national average,national average,"1,000,000","1,000,000",,,80% Republicans & 20% Democrats,50% Republicans & 50% Democrats,below national average,above national average,Sunny,Sunny,0-2.9 hour drive,6-9.9 hour drive,below national average,above national average,"100,000","1,000,000",,,80% Republicans & 20% Democrats,50% Republicans & 50% Democrats,national average,above national average,Cloudy,Sunny,0-2.9 hour drive,3-5.9 hour drive,national average,below national average,92202
2022-01-02 15:22:43,2022-01-02 15:26:40,IP Address,47.200.254.226,100,236,True,2022-01-02 15:26:40,R_3O0LCfGmZXr0TBz,,,,,27.9031982421875,-82.29109954833984375,anonymous,EN,I wish to participate,,City 1,City 1,3,1,City 2,City 2,1,4,City 1,City 1,3,1,City 2,City 2,1,2,City 2,City 2,1,2,11,lobster,Somewhat Interested,Male,34,Somewhat Above Average,White,Been single for under 2 years,High school diploma or equivalent,,"$10,000-$19,999",Positive,Somewhat Negative,Very Negative,Independent/Other,Liberal,Basis. And you will always find a new reason to wherever you go. With what you gave me and keep it simple.,0,United States,"100,000","500,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,above national average,below national average,Snowy,Cloudy,6-9.9 hour drive,6-9.9 hour drive,below national average,national average,"500,000","1,000,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,above national average,above national average,Cloudy,Sunny,10+ hour drive,6-9.9 hour drive,above national average,below national average,"50,000","1,000,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,below national average,national average,Rainy,Cloudy,10+ hour drive,3-5.9 hour drive,above national average,national average,"100,000","500,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,above national average,above national average,Snowy,Cloudy,3-5.9 hour drive,3-5.9 hour drive,above national average,national average,"500,000","1,000,000",,,80% Republicans & 20% Democrats,80% Republicans & 20% Democrats,below national average,above national average,Sunny,Sunny,10+ hour drive,10+ hour drive,national average,below national average,95564
2022-01-02 15:20:42,2022-01-02 15:27:10,IP Address,100.6.136.218,100,388,True,2022-01-02 15:27:10,R_1QmymfTypGtXVxM,,,,,40.37750244140625,-79.9613037109375,anonymous,EN,I wish to participate,,City 2,City 2,2,4,City 1,City 1,4,3,City 2,City 2,4,4,City 2,City 1,3,3,City 1,City 2,3,4,11,lobster,Very Interested,Male,44,Average,White,Been single for more than 2 years,Bachelor's degree,,"$60,000-$69,999",Positive,Negative,Somewhat Positive,Independent/Other,Somewhat Conservative,"Reliable public transportation, cultural attractions, low crime, nice weather, public parks",0,United States,"50,000","1,000,000",,,50% Republicans & 50% Democrats,80% Republicans & 20% Democrats,national average,below national average,Snowy,Snowy,6-9.9 hour drive,3-5.9 hour drive,above national average,national average,"500,000","1,000,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,below national average,national average,Cloudy,Cloudy,6-9.9 hour drive,6-9.9 hour drive,below national average,above national average,"1,000,000","1,000,000",,,50% Republicans & 50% Democrats,50% Republicans & 50% Democrats,national average,above national average,Cloudy,Cloudy,10+ hour drive,3-5.9 hour drive,above national average,above national average,"50,000","100,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,national average,national average,Snowy,Rainy,10+ hour drive,10+ hour drive,national average,below national average,"100,000","1,000,000",,,50% Republicans & 50% Democrats,80% Republicans & 20% Democrats,national average,above national average,Sunny,Sunny,0-2.9 hour drive,6-9.9 hour drive,below national average,above national average,47025
