StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1,Q5,1_Q9,2_Q9,3_Q9,4_Q9,5_Q9,6_Q9,7_Q9,8_Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q18_11_TEXT,Q19,Q20,Q21,Q22,Q23,Q24,Q26,IP_block,IP_country,choice1_salary1,choice1_salary2,choice1_race1,choice1_race2,choice1_party1,choice1_party2,choice1_personality1,choice1_personality2,choice1_attractive1,choice1_attractive2,choice1_education1,choice1_education2,choice1_interestpoli1,choice1_interestpoli2,choice1_religiosity1,choice1_religiosity2,choice2_salary1,choice2_salary2,choice2_race1,choice2_race2,choice2_party1,choice2_party2,choice2_personality1,choice2_personality2,choice2_attractive1,choice2_attractive2,choice2_education1,choice2_education2,choice2_interestpoli1,choice2_interestpoli2,choice2_religiosity1,choice2_religiosity2,choice3_salary1,choice3_salary2,choice3_race1,choice3_race2,choice3_party1,choice3_party2,choice3_personality1,choice3_personality2,choice3_attractive1,choice3_attractive2,choice3_education1,choice3_education2,choice3_interestpoli1,choice3_interestpoli2,choice3_religiosity1,choice3_religiosity2,choice4_salary1,choice4_salary2,choice4_race1,choice4_race2,choice4_party1,choice4_party2,choice4_personality1,choice4_personality2,choice4_attractive1,choice4_attractive2,choice4_education1,choice4_education2,choice4_interestpoli1,choice4_interestpoli2,choice4_religiosity1,choice4_religiosity2,choice5_salary1,choice5_salary2,choice5_race1,choice5_race2,choice5_party1,choice5_party2,choice5_personality1,choice5_personality2,choice5_attractive1,choice5_attractive2,choice5_education1,choice5_education2,choice5_interestpoli1,choice5_interestpoli2,choice5_religiosity1,choice5_religiosity2,choice6_salary1,choice6_salary2,choice6_race1,choice6_race2,choice6_party1,choice6_party2,choice6_personality1,choice6_personality2,choice6_attractive1,choice6_attractive2,choice6_education1,choice6_education2,choice6_interestpoli1,choice6_interestpoli2,choice6_religiosity1,choice6_religiosity2,choice7_salary1,choice7_salary2,choice7_race1,choice7_race2,choice7_party1,choice7_party2,choice7_personality1,choice7_personality2,choice7_attractive1,choice7_attractive2,choice7_education1,choice7_education2,choice7_interestpoli1,choice7_interestpoli2,choice7_religiosity1,choice7_religiosity2,choice8_salary1,choice8_salary2,choice8_race1,choice8_race2,choice8_party1,choice8_party2,choice8_personality1,choice8_personality2,choice8_attractive1,choice8_attractive2,choice8_education1,choice8_education2,choice8_interestpoli1,choice8_interestpoli2,choice8_religiosity1,choice8_religiosity2,Random_ID
2021-11-10 17:59:19,2021-11-10 18:21:09,IP Address,76.249.132.32,100,1309,True,2021-11-10 18:21:10,R_eDTFTnaNbkUZeIV,,,,,29.7373046875,-95.3972015380859375,anonymous,EN,0.699999988079071044921875,I wish to participate,,Person 2,Person 1,Person 1,Person 2,Person 1,Person 1,Person 2,Person 2,10,Not Very Interested,tardigrade,Prefer not to say,,"Black,Hispanic",Been single for under 2 years,6,,,,1,,,,Very Liberal,,,,"$60,000","$60,000",Asian,Asian,Republican,Independent,Extraverted,Introverted,10/10,8/10,,,,,,,"$80,000","$60,000",White,White,Republican,Independent,Introverted,Extraverted,6/10,10/10,,,,,,,"$100,000","$80,000",Black,Hispanic,Democrat,Republican,Introverted,Extraverted,2/10,8/10,,,,,,,"$60,000","$40,000",Black,Asian,Republican,Democrat,Introverted,Introverted,8/10,2/10,,,,,,,"$60,000","$60,000",White,Asian,Republican,Republican,Introverted,Extraverted,4/10,2/10,,,,,,,"$100,000","$80,000",Black,White,Democrat,Democrat,Extraverted,Extraverted,2/10,4/10,,,,,,,"$40,000","$100,000",Hispanic,White,Independent,Democrat,Extraverted,Extraverted,2/10,6/10,,,,,,,"$100,000","$60,000",White,Black,Independent,Democrat,Extraverted,Introverted,4/10,10/10,,,,,,,
2021-11-10 18:26:01,2021-11-10 18:29:33,IP Address,76.249.132.32,100,211,True,2021-11-10 18:29:33,R_ehAgySJJFa2HQT7,,,,,29.7373046875,-95.3972015380859375,anonymous,EN,0.5,I wish to participate,,Person 1,Person 2,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,9,Not Very Interested,tardigrade,Male,,White,Been single for more than 2 years,Prefer not to say,,,,1,,,,Very Liberal,,,,"$100,000","$100,000",Hispanic,Black,Independent,Democrat,Extraverted,Extraverted,6/10,8/10,,,,,,,"$20,000","$100,000",Hispanic,Black,Republican,Democrat,Extraverted,Extraverted,4/10,4/10,,,,,,,"$100,000","$20,000",Hispanic,Black,Democrat,Independent,Extraverted,Extraverted,6/10,2/10,,,,,,,"$60,000","$60,000",White,Black,Democrat,Democrat,Introverted,Introverted,10/10,2/10,,,,,,,"$40,000","$20,000",Hispanic,Black,Independent,Democrat,Introverted,Extraverted,2/10,2/10,,,,,,,"$100,000","$20,000",White,Black,Democrat,Democrat,Introverted,Introverted,6/10,6/10,,,,,,,"$60,000","$100,000",White,Black,Republican,Independent,Extraverted,Introverted,6/10,2/10,,,,,,,"$40,000","$80,000",Black,Hispanic,Republican,Independent,Introverted,Extraverted,8/10,8/10,,,,,,,
2021-11-10 19:02:54,2021-11-10 19:07:38,IP Address,73.166.226.150,100,283,True,2021-11-10 19:07:38,R_vCdmF7269EgaJAl,,,,,29.7805023193359375,-95.51290130615234375,anonymous,EN,1,I wish to participate,,Person 2,Person 1,Person 1,Person 1,Person 2,Person 1,Person 1,Person 2,9,Not Very Interested,tardigrade,Female,,White,Been single for more than 2 years,Somewhat Religious,,,,1,,,,Very Liberal,,,,"$60,000","$40,000",Asian,Asian,Republican,Democrat,Introverted,Introverted,2/10,8/10,,,,,,,"$60,000","$20,000",Hispanic,White,Democrat,Republican,Extraverted,Extraverted,4/10,2/10,,,,,,,"$20,000","$60,000",Hispanic,Black,Democrat,Republican,Extraverted,Introverted,6/10,10/10,,,,,,,"$80,000","$100,000",Black,Asian,Democrat,Republican,Extraverted,Extraverted,4/10,4/10,,,,,,,"$60,000","$80,000",Hispanic,White,Republican,Republican,Extraverted,Extraverted,6/10,8/10,,,,,,,"$60,000","$20,000",Hispanic,White,Democrat,Independent,Extraverted,Extraverted,2/10,4/10,,,,,,,"$40,000","$20,000",Hispanic,Hispanic,Democrat,Independent,Introverted,Introverted,4/10,6/10,,,,,,,"$20,000","$100,000",Asian,White,Republican,Independent,Extraverted,Extraverted,2/10,4/10,,,,,,,
2021-11-10 21:21:13,2021-11-10 21:29:15,IP Address,73.155.40.4,100,482,True,2021-11-10 21:29:16,R_2fpnwLXrGWLMfJD,,,,,29.7373046875,-95.3972015380859375,anonymous,EN,1,I wish to participate,,Person 1,Person 2,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,9,Not Very Interested,tardigrade,Other,,Hispanic,Been single for more than 2 years,Somewhat Religious,,,,1,,,,Very Liberal,,,,"$60,000","$40,000",Asian,Hispanic,Independent,Republican,Extraverted,Introverted,10/10,6/10,,,,,,,"$80,000","$20,000",Asian,Hispanic,Republican,Democrat,Introverted,Extraverted,4/10,6/10,,,,,,,"$80,000","$40,000",Hispanic,White,Independent,Republican,Introverted,Extraverted,8/10,4/10,,,,,,,"$60,000","$40,000",White,Asian,Independent,Republican,Introverted,Introverted,6/10,6/10,,,,,,,"$100,000","$60,000",White,Black,Republican,Republican,Introverted,Introverted,4/10,6/10,,,,,,,"$20,000","$60,000",Hispanic,Asian,Republican,Republican,Introverted,Extraverted,6/10,10/10,,,,,,,"$40,000","$40,000",Black,Hispanic,Democrat,Independent,Extraverted,Introverted,4/10,6/10,,,,,,,"$40,000","$60,000",White,Asian,Republican,Republican,Introverted,Extraverted,6/10,10/10,,,,,,,
2021-11-11 10:24:49,2021-11-11 10:30:01,IP Address,73.232.172.73,100,312,True,2021-11-11 10:30:02,R_2v87GUMg3fZtR1z,,,,,29.743804931640625,-95.44219970703125,anonymous,EN,0.800000011920928955078125,I wish to participate,,Person 1,Person 2,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,9,Not Very Interested,cat,Male,,Asian,Married,Somewhat Religious,,,,1,,,,Very Liberal,,,,"$80,000","$40,000",Hispanic,White,Democrat,Democrat,Extraverted,Extraverted,8/10,2/10,,,,,,,"$60,000","$40,000",Black,Black,Republican,Republican,Extraverted,Extraverted,2/10,8/10,,,,,,,"$60,000","$40,000",Asian,Asian,Democrat,Independent,Extraverted,Extraverted,8/10,6/10,,,,,,,"$100,000","$40,000",White,Asian,Republican,Independent,Extraverted,Introverted,8/10,10/10,,,,,,,"$20,000","$100,000",White,Black,Democrat,Independent,Introverted,Introverted,8/10,10/10,,,,,,,"$40,000","$40,000",Hispanic,Hispanic,Independent,Republican,Introverted,Introverted,4/10,2/10,,,,,,,"$80,000","$100,000",Asian,Hispanic,Republican,Democrat,Introverted,Introverted,10/10,4/10,,,,,,,"$60,000","$100,000",Hispanic,Asian,Republican,Democrat,Introverted,Extraverted,10/10,2/10,,,,,,,
2021-11-16 22:56:25,2021-11-16 23:01:25,Survey Preview,,100,299,True,2021-11-16 23:01:26,R_1g0frwuOvfnyZn6,,,,,29.7373046875,-95.3972015380859375,preview,EN,1,I wish to participate,,Person 2,Person 2,Person 2,Person 2,Person 1,Person 1,Person 2,Person 2,9,Not Very Interested,tardigrade,Male,24,Hispanic,Been single for more than 2 years,Somewhat Religious,,,,1,,,,Very Liberal,,,,"$100,000","$100,000",White,Asian,Republican,Independent,Introverted,Introverted,6/10,8/10,,,,,,,"$60,000","$20,000",Hispanic,White,Republican,Democrat,Introverted,Extraverted,6/10,6/10,,,,,,,"$100,000","$100,000",Hispanic,Black,Republican,Independent,Introverted,Extraverted,8/10,10/10,,,,,,,"$100,000","$80,000",White,Hispanic,Democrat,Independent,Extraverted,Extraverted,6/10,8/10,,,,,,,"$60,000","$80,000",Black,Hispanic,Democrat,Democrat,Extraverted,Introverted,6/10,4/10,,,,,,,"$60,000","$40,000",Hispanic,Black,Democrat,Democrat,Extraverted,Extraverted,10/10,4/10,,,,,,,"$20,000","$60,000",Asian,Black,Independent,Democrat,Introverted,Extraverted,2/10,6/10,,,,,,,"$100,000","$80,000",Hispanic,Asian,Independent,Republican,Introverted,Introverted,2/10,8/10,,,,,,,
2021-11-17 14:39:04,2021-11-17 14:42:16,Survey Preview,,100,192,True,2021-11-17 14:42:18,R_WByPuERC1lWyYOR,,,,,29.7227935791015625,-95.42510223388671875,preview,EN,1,I wish to participate,,Person 1,Person 2,Person 2,Person 1,Person 1,Person 1,Person 1,Person 1,9,Not Very Interested,tardigrade,Male,,Hispanic,Been single for more than 2 years,Somewhat Religious,,,,,,,,Very Liberal,,,,"$60,000","$40,000",Black,Black,Democrat,Republican,Extraverted,Extraverted,6/10,6/10,,,,,,,"$80,000","$100,000",Hispanic,White,Republican,Republican,Introverted,Extraverted,2/10,8/10,,,,,,,"$80,000","$40,000",Hispanic,Hispanic,Republican,Democrat,Extraverted,Extraverted,6/10,6/10,,,,,,,"$20,000","$40,000",Asian,Asian,Democrat,Democrat,Extraverted,Introverted,6/10,6/10,,,,,,,"$100,000","$100,000",Black,Black,Democrat,Democrat,Introverted,Introverted,10/10,4/10,,,,,,,"$80,000","$100,000",Black,Asian,Democrat,Republican,Introverted,Extraverted,10/10,4/10,,,,,,,"$80,000","$20,000",Black,Hispanic,Independent,Republican,Introverted,Introverted,8/10,6/10,,,,,,,"$40,000","$100,000",White,White,Independent,Independent,Introverted,Extraverted,6/10,4/10,,,,,,,
2021-11-17 15:33:31,2021-11-17 16:17:17,Survey Preview,,100,2625,True,2021-11-17 16:17:19,R_2782Tx300TxYcL2,,,,,29.7227935791015625,-95.42510223388671875,preview,EN,1,I wish to participate,,Person 1,Person 2,Person 2,Person 2,Person 2,Person 1,Person 2,Person 2,9,Not Very Interested,tardigrade,Male,1997,Hispanic,Been single for more than 2 years,Somewhat Religious,,,,Neutral,Somewhat Positive,Somewhat Negative,Lean Democrat,Somewhat Liberal,,,,"$20,000","$80,000",White,White,Independent,Democrat,Extraverted,Introverted,10/10,6/10,,,,,,,"$60,000","$100,000",Black,Black,Republican,Democrat,Extraverted,Extraverted,4/10,6/10,,,,,,,"$40,000","$40,000",Hispanic,Asian,Independent,Democrat,Extraverted,Extraverted,6/10,6/10,,,,,,,"$60,000","$60,000",White,Black,Independent,Independent,Extraverted,Extraverted,2/10,6/10,,,,,,,"$40,000","$60,000",Black,Black,Democrat,Democrat,Introverted,Introverted,2/10,6/10,,,,,,,"$20,000","$60,000",Black,Hispanic,Democrat,Republican,Extraverted,Introverted,2/10,4/10,,,,,,,"$40,000","$60,000",Asian,Asian,Republican,Independent,Extraverted,Extraverted,2/10,6/10,,,,,,,"$80,000","$100,000",Black,Black,Democrat,Independent,Introverted,Extraverted,2/10,4/10,,,,,,,
2021-11-11 12:27:25,2021-11-11 12:28:36,IP Address,128.42.233.185,17,70,False,2021-11-18 12:28:39,R_3qD4ujbc03pLeUP,,,,,,,anonymous,EN,1,I wish to participate,,Person 2,,,,,,,,,,,,,,,,,,,,,,,,,,,"$40,000","$100,000",Black,Hispanic,Independent,Democrat,Extraverted,Introverted,2/10,8/10,,,,,,,"$40,000","$60,000",Black,Black,Republican,Democrat,Introverted,Introverted,4/10,6/10,,,,,,,"$20,000","$60,000",Black,Asian,Independent,Democrat,Extraverted,Extraverted,10/10,6/10,,,,,,,"$60,000","$40,000",Black,White,Independent,Democrat,Introverted,Extraverted,6/10,2/10,,,,,,,"$100,000","$60,000",White,White,Independent,Independent,Extraverted,Extraverted,2/10,10/10,,,,,,,"$60,000","$100,000",Asian,Asian,Republican,Independent,Extraverted,Introverted,4/10,6/10,,,,,,,"$80,000","$80,000",White,Asian,Independent,Republican,Extraverted,Introverted,6/10,10/10,,,,,,,"$80,000","$40,000",White,Asian,Republican,Independent,Extraverted,Extraverted,4/10,2/10,,,,,,,
2021-12-02 13:23:03,2021-12-02 13:29:22,Survey Preview,,100,379,True,2021-12-02 13:29:24,R_e4D191OavVMwIJX,,,,,29.7227935791015625,-95.42510223388671875,preview,EN,1,I wish to participate,,Person 2,Person 2,Person 1,Person 1,Person 2,Person 2,Person 2,Person 1,9,Not Very Interested,tardigrade,Male,24,Hispanic,Been single for under 2 years,Somewhat Religious,,,,Neutral,Neutral,Somewhat Negative,Lean Democrat,Somewhat Liberal,,,,"$100,000","$40,000",Asian,White,Republican,Democrat,mostly out-going,mostly shy,6/10,4/10,Some College,Bachelor's College Degree,high,medium,very religious,non-religious,"$40,000","$60,000",Asian,Black,Democrat,Independent,mostly shy,mostly out-going,6/10,8/10,Vocational Training,Some College,low,medium,non-religious,non-religious,"$60,000","$20,000",White,Black,Democrat,Independent,mostly shy,mostly shy,6/10,6/10,Some College,Graduate Degree,medium,low,very religious,very religious,"$80,000","$40,000",White,Black,Republican,Republican,mostly shy,mostly out-going,4/10,2/10,Some College,High School,medium,medium,very religious,somewhat religious,"$20,000","$40,000",Black,Black,Republican,Republican,mostly out-going,mostly shy,6/10,8/10,Bachelor's College Degree,Graduate Degree,medium,medium,somewhat religious,non-religious,"$100,000","$100,000",Black,Black,Republican,Republican,mostly out-going,mostly shy,4/10,4/10,Bachelor's College Degree,Graduate Degree,medium,low,very religious,somewhat religious,"$60,000","$40,000",Asian,Hispanic,Independent,Independent,mostly shy,mostly out-going,8/10,10/10,Graduate Degree,Bachelor's College Degree,high,high,very religious,very religious,"$60,000","$100,000",Hispanic,Hispanic,Democrat,Republican,mostly out-going,mostly out-going,2/10,8/10,Vocational Training,Some College,medium,low,very religious,very religious,
2021-12-02 14:40:21,2021-12-02 14:50:22,Survey Preview,,100,600,True,2021-12-02 14:50:23,R_dgsBPj2irCUZnHj,,,,,29.7227935791015625,-95.42510223388671875,preview,EN,1,I wish to participate,,Person 2,Person 1,Person 2,Person 2,Person 1,Person 2,Person 2,Person 2,9,Somewhat Interested,tardigrade,Male,24,Hispanic,Been single for under 2 years,Somewhat Religious,,,,Very Negative,Somewhat Negative,Neutral,Lean Democrat,Liberal,,,,"$100,000","$80,000",Asian,Hispanic,Republican,Independent,mostly shy,mostly out-going,4/10,6/10,Vocational Training,Bachelor's College Degree,medium,very low,non-religious,somewhat religious,"$20,000","$80,000",Hispanic,Black,Democrat,Democrat,mostly shy,mostly out-going,8/10,8/10,High School,Bachelor's College Degree,medium,high,very religious,very religious,"$80,000","$100,000",Hispanic,Asian,Democrat,Democrat,mostly shy,mostly out-going,4/10,10/10,Graduate Degree,Bachelor's College Degree,low,very low,very religious,somewhat religious,"$20,000","$60,000",Black,Hispanic,Republican,Republican,mostly shy,mostly out-going,4/10,4/10,Bachelor's College Degree,Bachelor's College Degree,low,low,somewhat religious,very religious,"$60,000","$20,000",White,Hispanic,Democrat,Republican,mostly out-going,mostly shy,6/10,4/10,Graduate Degree,Some College,high,low,somewhat religious,somewhat religious,"$80,000","$100,000",Asian,White,Republican,Republican,mostly out-going,mostly out-going,6/10,4/10,Vocational Training,Graduate Degree,medium,medium,non-religious,very religious,"$80,000","$100,000",Hispanic,Black,Independent,Republican,mostly out-going,mostly out-going,4/10,8/10,Vocational Training,Vocational Training,high,medium,somewhat religious,non-religious,"$40,000","$80,000",Black,Asian,Independent,Independent,mostly shy,mostly shy,4/10,10/10,Bachelor's College Degree,High School,very low,very low,somewhat religious,very religious,
2021-12-09 14:39:04,2021-12-09 14:43:14,Survey Preview,,100,250,True,2021-12-09 14:43:16,R_3rSMBHwghzLkB6E,,,,,29.7227935791015625,-95.42510223388671875,preview,EN,1,I wish to participate,,Person 2,Person 2,Person 2,Person 2,Person 1,Person 1,Person 1,Person 1,9,Somewhat Interested,tardigrade,Male,24,Hispanic,Been single for under 2 years,Somewhat Religious,,,,Neutral,Somewhat Positive,Somewhat Negative,Lean Democrat,Somewhat Liberal,,,,"$50,000","$50,000",White,Asian,Democrat,Republican,shy,out-going,6/10,10/10,Vocational Training,Vocational Training,medium,high,very religious,non-religious,"$75,000","$50,000",Asian,White,Democrat,Democrat,shy,out-going,4/10,8/10,Vocational Training,Bachelor's College Degree,medium,medium,somewhat religious,somewhat religious,"$25,000","$50,000",Asian,Hispanic,Republican,Republican,shy,shy,4/10,8/10,Vocational Training,Bachelor's College Degree,high,low,very religious,very religious,"$100,000","$100,000",Asian,White,Independent,Independent,shy,out-going,4/10,4/10,Bachelor's College Degree,Graduate Degree,high,low,non-religious,very religious,"$100,000","$50,000",Hispanic,Asian,Republican,Independent,out-going,shy,8/10,4/10,Graduate Degree,Graduate Degree,high,high,non-religious,somewhat religious,"$25,000","$50,000",Asian,White,Republican,Independent,shy,out-going,6/10,6/10,Some College,Bachelor's College Degree,low,high,non-religious,very religious,"$25,000","$50,000",White,Hispanic,Democrat,Independent,shy,out-going,8/10,8/10,Graduate Degree,Vocational Training,low,high,somewhat religious,non-religious,"$75,000","$100,000",Hispanic,Black,Democrat,Democrat,shy,shy,10/10,4/10,Bachelor's College Degree,Graduate Degree,medium,low,very religious,non-religious,
2021-12-18 18:50:21,2021-12-18 18:52:24,Survey Preview,,100,122,True,2021-12-18 18:52:24,R_exjohOcoZHX2lHP,,,,,36.9427947998046875,-120.0825958251953125,preview,EN,1,I do not wish to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-22 19:09:07,2021-12-22 19:13:54,Survey Preview,,100,287,True,2021-12-22 19:13:56,R_WeTYbBAsfXd2gW5,,,,,36.9427947998046875,-120.0825958251953125,preview,EN,1,I wish to participate,,Person 2,Person 2,Person 2,Person 2,Person 1,Person 2,Person 1,Person 1,9,Somewhat Interested,tardigrade,Male,69,Hispanic,Been single for more than 2 years,Somewhat Religious,,,,Somewhat Positive,Somewhat Positive,Somewhat Negative,Lean Democrat,Somewhat Liberal,,0,United States,"$50,000","$100,000",White,Hispanic,Democrat,Democrat,out-going,shy,6/10,8/10,Graduate Degree,Vocational Training,high,high,non-religious,very religious,"$75,000","$75,000",Asian,White,Independent,Independent,out-going,out-going,6/10,6/10,Vocational Training,Bachelor's College Degree,high,high,very religious,non-religious,"$75,000","$50,000",Asian,Asian,Independent,Independent,out-going,out-going,4/10,6/10,Graduate Degree,Vocational Training,high,medium,somewhat religious,non-religious,"$100,000","$100,000",White,Asian,Independent,Independent,shy,out-going,10/10,10/10,Some College,Some College,medium,low,very religious,non-religious,"$25,000","$25,000",Asian,White,Independent,Republican,shy,shy,8/10,8/10,Bachelor's College Degree,Graduate Degree,low,medium,very religious,non-religious,"$75,000","$75,000",Asian,Black,Democrat,Republican,out-going,out-going,4/10,8/10,Some College,Bachelor's College Degree,high,medium,somewhat religious,non-religious,"$25,000","$75,000",Black,White,Democrat,Republican,out-going,out-going,8/10,10/10,Bachelor's College Degree,Graduate Degree,low,medium,very religious,non-religious,"$75,000","$75,000",Hispanic,White,Democrat,Republican,shy,out-going,10/10,6/10,Vocational Training,Bachelor's College Degree,low,medium,very religious,very religious,
2021-12-28 16:20:34,2021-12-28 16:24:05,Survey Preview,,100,211,True,2021-12-28 16:24:06,R_3jVWfYtBfCMsbnf,,,,,36.9427947998046875,-120.0825958251953125,preview,EN,1,I wish to participate,,Person 1,Person 2,Person 2,Person 1,Person 2,Person 1,Person 2,Person 1,9,Somewhat Interested,tardigrade,Male,24,Hispanic,Been single for more than 2 years,Somewhat Religious,,,,Neutral,Neutral,Somewhat Negative,Lean Democrat,Somewhat Liberal,,0,United States,"$50,000","$100,000",Asian,Asian,Democrat,Republican,shy,shy,10/10,10/10,Some College,Some College,high,low,very religious,very religious,"$25,000","$75,000",White,White,Democrat,Democrat,shy,out-going,6/10,10/10,Vocational Training,Vocational Training,medium,high,very religious,somewhat religious,"$50,000","$75,000",White,Hispanic,Independent,Independent,out-going,out-going,8/10,8/10,Vocational Training,Bachelor's College Degree,high,high,non-religious,very religious,"$100,000","$50,000",White,Hispanic,Democrat,Independent,out-going,out-going,4/10,4/10,Graduate Degree,Graduate Degree,low,medium,non-religious,somewhat religious,"$25,000","$25,000",Asian,Black,Independent,Independent,out-going,shy,4/10,4/10,Vocational Training,Some College,medium,high,non-religious,very religious,"$100,000","$75,000",Black,Black,Democrat,Independent,out-going,out-going,10/10,8/10,Vocational Training,Graduate Degree,low,medium,non-religious,non-religious,"$50,000","$100,000",White,Asian,Independent,Republican,out-going,out-going,8/10,6/10,Graduate Degree,Some College,high,low,somewhat religious,non-religious,"$75,000","$50,000",Asian,Black,Independent,Independent,out-going,shy,8/10,4/10,Graduate Degree,Some College,high,low,non-religious,non-religious,
2021-12-29 18:03:02,2021-12-29 18:07:39,IP Address,73.166.152.38,100,276,True,2021-12-29 18:07:39,R_1LClyA7ktAe0wZj,,,,,29.7545013427734375,-95.4093017578125,anonymous,EN,1,I wish to participate,,Person 1,Person 2,Person 2,Person 1,Person 1,Person 1,Person 1,Person 2,9,Very Interested,tardigrade,Male,37,Prefer not to say,Married,Somewhat Religious,,,,Very Negative,Somewhat Positive,Negative,Strong Democrat,Somewhat Liberal,,0,United States,"$50,000","$75,000",Black,Asian,Independent,Republican,shy,out-going,10/10,10/10,Some College,Vocational Training,high,high,very religious,very religious,"$25,000","$75,000",Hispanic,Hispanic,Democrat,Independent,out-going,out-going,4/10,8/10,Vocational Training,Vocational Training,medium,medium,non-religious,non-religious,"$75,000","$100,000",Asian,Hispanic,Republican,Democrat,out-going,out-going,8/10,8/10,Bachelor's College Degree,Graduate Degree,high,high,non-religious,non-religious,"$50,000","$25,000",Black,Black,Democrat,Independent,shy,shy,8/10,10/10,Some College,Graduate Degree,low,high,non-religious,very religious,"$75,000","$75,000",Hispanic,White,Democrat,Democrat,shy,out-going,10/10,6/10,Graduate Degree,Bachelor's College Degree,medium,medium,somewhat religious,very religious,"$75,000","$50,000",Black,White,Democrat,Democrat,out-going,shy,6/10,8/10,Bachelor's College Degree,Vocational Training,low,medium,somewhat religious,somewhat religious,"$100,000","$100,000",Hispanic,White,Republican,Republican,out-going,shy,8/10,6/10,Bachelor's College Degree,Bachelor's College Degree,high,high,somewhat religious,somewhat religious,"$25,000","$100,000",Hispanic,Black,Republican,Independent,shy,out-going,8/10,10/10,Bachelor's College Degree,Vocational Training,low,high,very religious,non-religious,45798
2021-12-30 12:43:23,2021-12-30 12:44:08,IP Address,189.216.30.40,100,44,True,2021-12-30 12:44:08,R_vYMzFojfNcpvr4R,,,,,32.5673980712890625,-115.3715972900390625,anonymous,EN,0.89999997615814208984375,I wish to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
